pigID_weekOfSampling,week,room,pen,transmission_chain,new_infection,Introduced,Removed,switched_from_pen,switched_from_room,genome_clade,genome_classification,ORF5_clade,ORF5_classification,ORF5_match_count,ORF5_matching_samples,Notes
504_6,6,Nursery1,3,6,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,18,"501_9, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
505_6,6,Nursery1,1,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
507_6,6,Nursery3,9,4,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,15,"502_4, 502_6, 523_6, 523_9, 538_9, 542_6, 542_9, 546_4, 547_6, 547_9, 558_6, 558_9, 560_6, 560_9, 570_6",NA
508_6,6,Nursery2,6,99,FALSE,FALSE,TRUE,none,none,none,none,3,Persistent Infection,1,508_4,NA
509_6,6,Nursery3,11,3,TRUE,FALSE,TRUE,none,none,5,Initial Infection,none,none,NA,NA,NA
510_6,6,Nursery2,6,99,TRUE,FALSE,TRUE,none,none,4,Initial Infection,none,none,NA,NA,NA
512_6,6,Nursery3,12,2,TRUE,FALSE,TRUE,none,none,none,none,2,Initial Infection,NA,NA,NA
514_6,6,Nursery1,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
515_6,6,Nursery1,4,none,FALSE,FALSE,FALSE,none,none,none,none,5,Reinfection,NA,NA,Born-viremic and remained so for the entire study but did not transmit the virus. Was re-infected with a different variant at 9 weeks.
516_6,6,Nursery2,6,99,TRUE,FALSE,TRUE,none,none,4,Initial Infection,none,none,NA,NA,NA
518_6,6,Nursery3,12,2,FALSE,FALSE,FALSE,none,none,2,Persistent Infection,none,none,NA,NA,NA
521_6,6,Nursery3,11,2,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,1,520_2,NA
522_6,6,Nursery1,2,2,FALSE,FALSE,FALSE,none,none,2,Persistent Infection,none,none,NA,NA,NA
523_6,6,Nursery3,11,3,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,15,"502_4, 502_6, 507_6, 523_9, 538_9, 542_6, 542_9, 546_4, 547_6, 547_9, 558_6, 558_9, 560_6, 560_9, 570_6",NA
524_6,6,Nursery2,7,8,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,4,"524_9, 529_9, 530_6, 571_9",NA
525_6,6,Nursery1,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
526_6,6,Nursery2,6,5,FALSE,FALSE,FALSE,none,none,none,none,3,Initial Infection,3,"527_6, 552_4, 552_6",NA
527_6,6,Nursery2,7,5,FALSE,FALSE,FALSE,none,none,none,none,3,Initial Infection,3,"526_6, 552_4, 552_6",NA
529_6,6,Nursery1,2,7,TRUE,FALSE,FALSE,none,none,5,Initial Infection,none,none,NA,NA,NA
530_6,6,Nursery2,8,8,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,4,"524_6, 524_9, 529_9, 571_9",NA
533_6,6,Nursery3,11,2,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,NA,NA,NA
534_6,6,Nursery2,6,none,FALSE,FALSE,TRUE,none,none,none,none,none,none,NA,NA,NA
535_6,6,Nursery3,11,none,FALSE,FALSE,FALSE,none,none,5,Initial Infection,none,none,NA,NA,NA
536_6,6,Nursery1,3,6,TRUE,FALSE,TRUE,none,none,none,none,2,Initial Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
537_6,6,Nursery3,12,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
538_6,6,Nursery3,12,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
539_6,6,Nursery1,3,6,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
541_6,6,Nursery1,3,6,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
542_6,6,Nursery3,9,4,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,15,"502_4, 502_6, 507_6, 523_6, 523_9, 538_9, 542_9, 546_4, 547_6, 547_9, 558_6, 558_9, 560_6, 560_9, 570_6",NA
543_6,6,Nursery1,1,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
544_6,6,Nursery2,5,4,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,2,"503_4, 503_6",NA
545_6,6,Nursery2,8,5,TRUE,FALSE,FALSE,none,none,4,Initial Infection,none,none,NA,NA,NA
546_6,6,Nursery3,10,3,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,NA,NA,NA
547_6,6,Nursery3,10,4,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,15,"502_4, 502_6, 507_6, 523_6, 523_9, 538_9, 542_6, 542_9, 546_4, 547_9, 558_6, 558_9, 560_6, 560_9, 570_6",NA
549_6,6,Nursery3,10,5,TRUE,FALSE,FALSE,none,none,none,none,3,Initial Infection,NA,NA,NA
550_6,6,Nursery3,10,4,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,1,550_9,NA
552_6,6,Nursery2,8,5,FALSE,FALSE,FALSE,none,none,none,none,3,Persistent Infection,3,"526_6, 527_6, 552_4",NA
554_6,6,Nursery1,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
556_6,6,Nursery1,4,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
557_6,6,Nursery1,3,6,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
558_6,6,Nursery3,9,4,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,15,"502_4, 502_6, 507_6, 523_6, 523_9, 538_9, 542_6, 542_9, 546_4, 547_6, 547_9, 558_9, 560_6, 560_9, 570_6",NA
559_6,6,Nursery1,2,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
560_6,6,Nursery3,9,4,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,15,"502_4, 502_6, 507_6, 523_6, 523_9, 538_9, 542_6, 542_9, 546_4, 547_6, 547_9, 558_6, 558_9, 560_9, 570_6",NA
561_6,6,Nursery1,1,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
562_6,6,Nursery1,1,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
564_6,6,Nursery2,7,none,FALSE,FALSE,FALSE,3,Nursery1,none,none,none,none,NA,NA,NA
565_6,6,Nursery1,3,6,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,NA,NA,NA
566_6,6,Nursery3,12,2,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,1,572_4,NA
567_6,6,Nursery1,3,6,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_9, 568_6, 568_9",NA
568_6,6,Nursery1,3,6,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_9",NA
569_6,6,Nursery3,12,1,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,NA,NA,NA
570_6,6,Nursery3,9,4,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,15,"502_4, 502_6, 507_6, 523_6, 523_9, 538_9, 542_6, 542_9, 546_4, 547_6, 547_9, 558_6, 558_9, 560_6, 560_9",NA
571_6,6,Nursery2,8,8,TRUE,FALSE,FALSE,none,none,5,Initial Infection,none,none,NA,NA,NA
572_6,6,Nursery3,12,1,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,1,572_9,NA
501_9,9,Nursery1,1,6,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,18,"504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
503_9,9,Nursery2,5,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
504_9,9,Nursery1,3,6,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,18,"501_9, 504_6, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
505_9,9,Nursery4,13,6,TRUE,FALSE,FALSE,3,Nursery1,none,none,2,Initial Infection,18,"501_9, 504_6, 504_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
507_9,9,Nursery3,9,none,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,3,"535_9, 546_9, 570_9",NA
514_9,9,Nursery1,4,6,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,NA,NA,NA
515_9,9,Nursery1,4,6,TRUE,FALSE,FALSE,none,none,2,Reinfection,none,none,NA,NA,Born-viremic and remained so for the entire study but did not transmit the virus. Was re-infected with a different variant at 9 weeks.
518_9,9,Nursery4,16,none,FALSE,FALSE,FALSE,12,Nursery3,none,none,none,none,NA,NA,NA
521_9,9,Nursery3,11,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
522_9,9,Nursery1,2,2,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,NA,NA,NA
523_9,9,Nursery3,11,3,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,15,"502_4, 502_6, 507_6, 523_6, 538_9, 542_6, 542_9, 546_4, 547_6, 547_9, 558_6, 558_9, 560_6, 560_9, 570_6",NA
524_9,9,Nursery2,7,8,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,4,"524_6, 529_9, 530_6, 571_9",NA
525_9,9,Nursery1,4,6,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,18,"501_9, 504_6, 504_9, 505_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
526_9,9,Nursery2,6,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
527_9,9,Nursery2,7,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
529_9,9,Nursery1,2,7,FALSE,FALSE,FALSE,none,none,none,none,1,Initial Infection,4,"524_6, 524_9, 530_6, 571_9",NA
530_9,9,Nursery2,8,8,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,NA,NA,NA
535_9,9,Nursery4,16,none,FALSE,FALSE,FALSE,11,Nursery3,none,none,1,Initial Infection,3,"507_9, 546_9, 570_9",NA
537_9,9,Nursery3,12,2,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,NA,NA,NA
538_9,9,Nursery3,12,3,TRUE,FALSE,FALSE,none,none,none,none,1,Initial Infection,15,"502_4, 502_6, 507_6, 523_6, 523_9, 542_6, 542_9, 546_4, 547_6, 547_9, 558_6, 558_9, 560_6, 560_9, 570_6",NA
539_9,9,Nursery1,3,6,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
541_9,9,Nursery1,3,6,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
542_9,9,Nursery3,9,4,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,15,"502_4, 502_6, 507_6, 523_6, 523_9, 538_9, 542_6, 546_4, 547_6, 547_9, 558_6, 558_9, 560_6, 560_9, 570_6",NA
543_9,9,Nursery1,1,2,TRUE,FALSE,FALSE,none,none,none,none,2,Initial Infection,NA,NA,NA
544_9,9,Nursery2,5,4,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,NA,NA,NA
545_9,9,Nursery2,8,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
546_9,9,Nursery3,10,none,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,3,"507_9, 535_9, 570_9",NA
547_9,9,Nursery3,9,4,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,15,"502_4, 502_6, 507_6, 523_6, 523_9, 538_9, 542_6, 542_9, 546_4, 547_6, 558_6, 558_9, 560_6, 560_9, 570_6",NA
549_9,9,Nursery3,10,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
550_9,9,Nursery3,10,4,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,1,550_6,NA
552_9,9,Nursery2,8,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
554_9,9,Nursery4,14,6,TRUE,FALSE,FALSE,4,Nursery1,none,none,2,Initial Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
556_9,9,Nursery4,14,6,TRUE,FALSE,FALSE,4,Nursery1,none,none,2,Initial Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6, 568_9",NA
557_9,9,Nursery1,3,6,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 562_9, 567_6, 567_9, 568_6, 568_9",NA
558_9,9,Nursery3,9,4,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,15,"502_4, 502_6, 507_6, 523_6, 523_9, 538_9, 542_6, 542_9, 546_4, 547_6, 547_9, 558_6, 560_6, 560_9, 570_6",NA
559_9,9,Nursery1,2,7,TRUE,FALSE,FALSE,none,none,5,Initial Infection,none,none,NA,NA,NA
560_9,9,Nursery4,15,4,FALSE,FALSE,FALSE,9,Nursery3,none,none,1,Persistent Infection,15,"502_4, 502_6, 507_6, 523_6, 523_9, 538_9, 542_6, 542_9, 546_4, 547_6, 547_9, 558_6, 558_9, 560_6, 570_6",NA
561_9,9,Nursery4,13,2,TRUE,FALSE,FALSE,1,Nursery1,none,none,2,Initial Infection,NA,NA,NA
562_9,9,Nursery4,13,6,TRUE,FALSE,FALSE,1,Nursery1,none,none,2,Initial Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 567_6, 567_9, 568_6, 568_9",NA
564_9,9,Nursery2,7,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
565_9,9,Nursery4,14,6,FALSE,FALSE,FALSE,3,Nursery1,none,none,2,Persistent Infection,NA,NA,NA
566_9,9,Nursery3,12,2,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,1,569_4,NA
567_9,9,Nursery1,3,6,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 568_6, 568_9",NA
568_9,9,Nursery1,3,6,FALSE,FALSE,FALSE,none,none,none,none,2,Persistent Infection,18,"501_9, 504_6, 504_9, 505_9, 525_9, 536_6, 539_6, 539_9, 541_6, 541_9, 554_9, 556_9, 557_6, 557_9, 562_9, 567_6, 567_9, 568_6",NA
569_9,9,Nursery3,12,none,FALSE,FALSE,FALSE,none,none,none,none,none,none,NA,NA,NA
570_9,9,Nursery3,9,none,FALSE,FALSE,FALSE,none,none,none,none,1,Persistent Infection,3,"507_9, 535_9, 546_9",NA
571_9,9,Nursery2,8,8,FALSE,FALSE,FALSE,none,none,none,none,1,Initial Infection,4,"524_6, 524_9, 529_9, 530_6",NA
572_9,9,Nursery4,16,1,FALSE,FALSE,FALSE,12,Nursery3,none,none,2,Persistent Infection,1,572_6,NA
763_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Initial Infection,none,none,NA,NA,NA
794_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Initial Infection,none,none,NA,NA,NA
788_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Initial Infection,none,none,NA,NA,NA
785_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Initial Infection,none,none,NA,NA,NA
769_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Initial Infection,none,none,NA,NA,NA
769_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Persistent Infection,none,none,NA,NA,NA
765_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Initial Infection,none,none,NA,NA,NA
770_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Initial Infection,none,none,NA,NA,NA
770_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Persistent Infection,none,none,NA,NA,NA
798_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Initial Infection,none,none,NA,NA,NA
798_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Persistent Infection,none,none,NA,NA,NA
759_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,5,"759_6, 772_6, 772_9, 789_3, 789_6",NA
759_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,5,"759_3, 772_6, 772_9, 789_3, 789_6",NA
759_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,NA,NA,NA
789_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,5,"759_3, 759_6, 772_6, 772_9, 789_6",NA
789_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,5,"759_3, 759_6, 772_6, 772_9, 789_3",NA
772_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,5,"759_3, 759_6, 772_9, 789_3, 789_6",NA
772_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,5,"759_3, 759_6, 772_6, 789_3, 789_6",NA
806_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,NA,NA,NA
807_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,1,807_6,NA
807_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,1,807_3,NA
819_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,6,"760_6, 773_6, 773_9, 774_6, 774_9, 819_6",NA
819_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,6,"760_6, 773_6, 773_9, 774_6, 774_9, 819_3",NA
773_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,6,"760_6, 773_9, 774_6, 774_9, 819_3, 819_6",NA
773_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,6,"760_6, 773_6, 774_6, 774_9, 819_3, 819_6",NA
774_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,6,"760_6, 773_6, 773_9, 774_9, 819_3, 819_6",NA
774_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,6,"760_6, 773_6, 773_9, 774_6, 819_3, 819_6",NA
760_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,6,"773_6, 773_9, 774_6, 774_9, 819_3, 819_6",NA
795_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,NA,NA,NA
795_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
818_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,1,818_9,NA
818_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,1,818_6,NA
812_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,1,812_9,NA
812_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,1,812_6,NA
753_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
753_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,20,"753_6, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
808_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
808_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 809_6, 809_9, 814_6, 814_9, 820_6",NA
809_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_9, 814_6, 814_9, 820_6",NA
809_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 814_6, 814_9, 820_6",NA
777_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_6, 753_9, 764_9, 765_9, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
777_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
793_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
793_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
805_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
805_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
764_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_6, 753_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
765_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_6, 753_9, 764_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
814_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_9, 820_6",NA
814_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 820_6",NA
788_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
804_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
804_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Persistent Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9, 820_6",NA
820_6,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,20,"753_6, 753_9, 764_9, 765_9, 777_6, 777_9, 788_6, 793_6, 793_9, 795_9, 804_6, 804_9, 805_6, 805_9, 808_6, 808_9, 809_6, 809_9, 814_6, 814_9",NA
767_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,1,787_9,NA
787_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,none,none,4,Initial Infection,1,767_9,NA
